0.0,0.0,0.793,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-6.696782990885376e-21,-4.595787710464846e-22,0.79296076,1.0,6.044614087946055e-20,0.0,0.0,1.3322676295501877e-19,5.0515147620444624e-21,-2.2204460492503133e-21,-6.2172489379008765e-21,2.1316282072803006e-20,1.9317753224657078e-20,1.4033219031261978e-19,-3.4416913763379854e-21,-6.328271240363393e-21,-1.7763568394002506e-20,1.4210854715202003e-20,-5.963432595873398e-23,3.427813588530171e-21,-2.581268532253489e-21,1.7408297026122456e-19,-7.460698725481053e-20,0.0,7.549516567451066e-21,2.8421709430404006e-20,1.5543122344752191e-21,1.4210854715202003e-20,1.52135248843166e-21,-5.3290705182007515e-20,-1.7763568394002504e-21,-1.3433698597964394e-20,0.0,-1.1102230246251566e-21,1.4210854715202003e-20,-2.609024107869118e-21
-1.129454569297824e-20,-8.86308194162711e-22,0.79288228,1.0,1.106171405559722e-19,0.0,0.0,2.4158453015843406e-19,2.126077092157175e-20,-4.4408920985006265e-21,-7.105427357601002e-21,4.263256414560601e-20,5.705295079344975e-20,2.629008122312371e-19,-4.6074255521943995e-21,-2.153832667772804e-20,-3.996802888650564e-20,3.5527136788005006e-20,-1.2868716597379676e-22,9.2148511043888e-21,1.4710455076283332e-21,3.0908609005564363e-19,-1.5276668818842155e-19,-5.3290705182007515e-21,9.436895709313833e-21,1.1368683772161602e-19,4.662936703425657e-21,1.4210854715202003e-20,2.0343969564518005e-21,-9.237055564881303e-20,-1.7763568394002504e-21,-3.222422328974517e-20,5.684341886080801e-20,-3.774758283725532e-21,0.0,-5.4132046067856266e-21
-1.8891297493780303e-20,1.5099062677881988e-22,0.7927645600000001,1.0,1.7917449652566182e-19,0.0,0.0,3.9079850466805507e-19,5.71209746169643e-20,-8.881784197001253e-21,-1.7763568394002503e-20,7.815970093361102e-20,1.0770045114747755e-19,4.2810199829546037e-19,6.772360450213456e-21,-4.4186876380081233e-20,-7.37188088351104e-20,7.105427357601001e-20,-5.223246291833037e-23,4.225786387479504e-21,3.091971123581061e-20,5.080380560684717e-19,-2.344791028008331e-19,-1.7763568394002503e-20,1.770805724277125e-20,1.7053025658242405e-19,8.43769498715119e-21,1.4210854715202003e-20,3.800779135865185e-21,-1.5631940186722204e-19,-3.552713678800501e-21,-5.1764148523147933e-20,8.526512829121202e-20,-7.771561172376097e-21,0.0,-7.582909994363618e-21
-3.0785973956521896e-20,8.517785933465082e-22,0.7926076000000001,1.0,2.898669190273847e-19,0.0,0.0,6.359357485052896e-19,9.620082508376982e-20,-9.325873406851316e-21,-3.5527136788005006e-20,1.2789769243681804e-19,1.7147429509798842e-19,6.892264536872972e-19,1.4765966227514586e-20,-6.794564910705958e-20,-1.1279865930191593e-19,1.2079226507921703e-19,3.1235230594390703e-23,-6.682154829462658e-21,5.717648576819557e-20,8.295586439999171e-19,-3.375077994860476e-19,-3.019806626980426e-20,3.54161144855425e-20,2.2737367544323205e-19,1.3100631690576848e-20,1.4210854715202003e-20,6.778431982379374e-21,-2.664535259100376e-19,-5.3290705182007515e-21,-7.33302307764916e-20,1.1368683772161602e-19,-1.332267629550188e-20,0.0,-1.0367141173306395e-20
-4.2380692595328555e-20,1.1771446361160256e-21,0.7924114000000001,1.0,3.9689447079918333e-19,0.0,0.0,8.686384944667224e-19,1.358912982141192e-19,-9.880984919163894e-21,-4.440892098500626e-20,1.8474111129762606e-19,2.442930861263425e-19,9.396927680427324e-19,1.8374191057546345e-20,-9.237055564881303e-20,-1.4654943925052069e-19,1.7763568394002503e-19,1.6825707928052213e-22,-2.3217539002473583e-20,7.893685705084863e-20,1.140421090894961e-18,-4.2987835513486066e-19,-4.6185277824406515e-20,5.839773109528325e-20,2.8421709430404005e-19,1.8651746813702632e-20,1.4210854715202003e-20,9.865806088749097e-21,-3.9079850466805516e-19,-3.5527136788005015e-21,-9.306444503920375e-20,1.4210854715202002e-19,-1.9761969838327788e-20,2.8421709430404006e-20,-1.2641797331180983e-20
-5.987246273938578e-20,6.484064669726175e-22,0.7921759600000001,1.0,5.427231468420075e-19,0.0,0.0,1.1883827255587674e-18,1.7230661342182432e-19,-7.882583474838612e-21,-6.128431095930864e-20,2.486899575160351e-19,3.2767154710129965e-19,1.2754242106893798e-18,1.3544720900426914e-20,-1.1768364061026661e-19,-1.8651746813702633e-19,2.4868995751603504e-19,4.359105059866031e-22,-3.058664432842306e-20,8.998357614586894e-20,1.579181230226823e-18,-5.755396159656813e-19,-5.861977570020827e-20,8.718026300869043e-20,3.1263880373444407e-19,2.486899575160351e-20,4.263256414560601e-20,1.3333518317226734e-20,-5.435651928564768e-19,1.77635683940025e-21,-1.2406742300186124e-19,1.4210854715202002e-19,-2.686739719592879e-20,7.105427357601001e-20,-1.642436187054841e-20
-8.106238123783005e-20,-4.26022974042779e-22,0.7919012800000002,1.0,7.134472764830792e-19,0.0,0.0,1.5560885913146191e-18,2.0750068330244178e-19,-8.21565038222616e-21,-7.371880883511039e-20,3.126388037344441e-19,4.184826451263963e-19,1.6644463585180347e-18,3.497202527569247e-21,-1.458833054357456e-19,-2.2915003228263234e-19,3.1263880373444407e-19,7.773623067515833e-22,-4.8107351435788814e-20,9.52293799372228e-20,2.0961010704922957e-18,-7.3541173151170385e-19,-6.927791673660978e-20,1.2334577803585492e-19,3.1263880373444407e-19,3.197442310920451e-20,8.526512829121202e-20,1.7718899264496104e-20,-7.3541173151170385e-19,1.2434497875801753e-20,-1.61259894326804e-19,1.4210854715202002e-19,-3.508304757815495e-20,1.1368683772161602e-19,-2.009460306484634e-20
-9.575530691520068e-20,-1.4969721562859965e-21,0.7915873600000002,1.0,8.273741556195254e-19,0.0,0.0,1.7941204077942527e-18,2.445266211736908e-19,-7.216449660063518e-21,-7.460698725481052e-20,3.7658764995285315e-19,5.143226756199308e-19,1.9202417433916706e-18,-8.215650382226155e-21,-1.7297274723659943e-19,-2.513544927751355e-19,3.6948222259525207e-19,1.0605963063739753e-21,-5.718342466209947e-20,1.0250134074851758e-19,2.4478197246935453e-18,-8.562039965909209e-19,-8.526512829121204e-20,1.494360191145461e-19,3.6948222259525207e-19,3.9523939676655577e-20,1.1368683772161602e-19,2.011802183177203e-20,-8.668621376273224e-19,2.842170943040401e-20,-1.945665850655587e-19,1.4210854715202002e-19,-4.4186876380081233e-20,1.5631940186722204e-19,-2.227775255936315e-20
-1.8265256576756123e-06,-6.758614824979496e-07,0.7913211046781606,0.99999999942023,4.57092500486222e-06,-3.3743832103279725e-05,-2.2245937195098924e-08,0.00010082584885392442,-9.492512148317675e-06,1.527695139437185e-06,-4.016929492922781e-05,-7.151585934975335e-05,-1.1059590978599816e-06,0.0001005332082677559,-1.0027036785749759e-05,1.4517196017658066e-06,-3.82945316018971e-05,-8.101791651301705e-05,1.2595099896868526e-06,7.880723866049517e-08,-1.1506767825517686e-05,0.00011904842390347053,2.3495154990267393e-05,-2.8046596370496353e-06,1.2981135561937808e-08,0.0002882222052139823,7.483580344163321e-08,-2.0597998532124252e-06,-1.1856216971065185e-07,2.376067256825826e-05,1.0920573148356584e-05,9.619364396819136e-08,0.00029074539995992897,-8.64084485962976e-08,-2.0798545202540315e-06,1.346110922551735e-07
